Created_at,Id,Full_text,Location,User_description,Date
Wed Jul 03 15:49:37 +0000 2019,1146445899889090560,"RT @reactgroup: ""...for any surveillance system to be effective, especially in the context of AMR, it needs to be truly ‘One Health’ in its…",Ghost town,Superbug slayer~almost a geek. F1~ Hamilton fan girl. Wanderer~ Lover of the finer things of life.,2019-07-03
Wed Jul 03 15:49:08 +0000 2019,1146445780384911360,"RT @mitchellreports: Coming up on #AMR: 
@MayorBowser
@EleanorNorton
@PattersonNBC
@RuthMarcus
@HeidiNBC
@Eugene_Robinson
@SykesCharlie
@Ke…",,This twitter bot is part of a dissertation project about online communities and predictive algorithms.,2019-07-03
Wed Jul 03 15:44:34 +0000 2019,1146444630969372672,"RT @mitchellreports: Coming up on #AMR: 
@MayorBowser
@EleanorNorton
@PattersonNBC
@RuthMarcus
@HeidiNBC
@Eugene_Robinson
@SykesCharlie
@Ke…","Florida, USA","America, the moral torchbearer and defender of human rights, of fairness and justice, of what is good and decent in the World, reduce to Potus45",2019-07-03
Wed Jul 03 15:41:42 +0000 2019,1146443907808604160,"RT @mitchellreports: Coming up on #AMR: 
@MayorBowser
@EleanorNorton
@PattersonNBC
@RuthMarcus
@HeidiNBC
@Eugene_Robinson
@SykesCharlie
@Ke…","Washington, DC","NBC News Correspondent covering politics/good government
""Prezbella""    Heidi.Przybyla@nbcuni.com Insta: @hprzybyla       Michigan (Spartan)",2019-07-03
Wed Jul 03 15:40:30 +0000 2019,1146443606103928832,"RT @RUMA_UK: Two great #AMR #agriculture conferences to book for autumn:
1. @RUMA_UK Building on Success: 29 Oct, London - strategy, policy…","University of Bristol, UK","Reader in Veterinary Epidemiology and Population Health, AMR & communication researcher, women in STEM mentor, lover of ice cream & doughnuts. All views my own.",2019-07-03
Wed Jul 03 15:40:03 +0000 2019,1146443493897887744,"Coming up on #AMR: 
@MayorBowser
@EleanorNorton
@PattersonNBC
@RuthMarcus
@HeidiNBC
@Eugene_Robinson
@SykesCharlie
@KellyCobiella
@ReporterBlayne
@RepEscobar
@johngansjr
@jeffmason1
@rehemaellis
and more on @MSNBC - tune in 12ET!","Washington, DC","NBC News Chief Foreign Affairs Correspondent/anchor, Andrea Mitchell Reports, weekdays at 12pm ET on @MSNBC.",2019-07-03
Wed Jul 03 15:37:34 +0000 2019,1146442868866740225,"""...for any surveillance system to be effective, especially in the context of AMR, it needs to be truly ‘One Health’ in its approach."" Article on #AMR and #OneHealth by our colleagues of ReAct Asia Pacific and ReAct Africa https://t.co/xBchI12FyP | @pilimat @EPNtweets @MirfinM",,"An independent global network for concerted action on AntibioticResistance. 
Privacy policy: https://t.co/gb2XnQJzUT",2019-07-03
Wed Jul 03 15:34:11 +0000 2019,1146442017146384384,RT @gardp_amr: Did you miss our live webinar where Executive Director @Manica_amr unveiled our goal to develop &amp; deliver 5 new treatments t…,Ghost town,Superbug slayer~almost a geek. F1~ Hamilton fan girl. Wanderer~ Lover of the finer things of life.,2019-07-03
Wed Jul 03 15:33:34 +0000 2019,1146441861416050689,RT @JoanneReynard: @IPS_Infection #AMR #Sepsis #flu #gramNeg are all focused in the the Patient Safety strategy launched today https://t.co…,"Berkshire, Oxfordshire, Buckinghamshire, Bedfordshire, Hertfordshire, Essex & North London",😀preventing infections through connections,2019-07-03
Wed Jul 03 15:25:50 +0000 2019,1146439916836020226,RT @BirkbeckScience: July 5 – Don’t miss this free workshop for all researchers working to tackle #antimicrobial resistance in #TB #AMR – w…,"London, United Kingdom","Official Twitter account of Birkbeck, University of London. Birkbeck is a leading research university and vibrant learning community.
#helloBBK",2019-07-03
Wed Jul 03 15:23:45 +0000 2019,1146439391663087616,"RT @RUMA_UK: Two great #AMR #agriculture conferences to book for autumn:
1. @RUMA_UK Building on Success: 29 Oct, London - strategy, policy…","Berlin, Germany",Infection biologist @ FU-Berlin interested in AMR & host-microbe interactions. Views are my own.,2019-07-03
Wed Jul 03 15:19:56 +0000 2019,1146438432538988545,RT @gardp_amr: Did you miss our live webinar where Executive Director @Manica_amr unveiled our goal to develop &amp; deliver 5 new treatments t…,"Berlin, Germany",Infection biologist @ FU-Berlin interested in AMR & host-microbe interactions. Views are my own.,2019-07-03
Wed Jul 03 15:00:05 +0000 2019,1146433437655547905,"New funding call from MRC to accelerate discovery and development of new antibiotics of relevance to #AMR in South Africa - #gonorrhoea is one of their target pathogens.  More info 👇
https://t.co/2kQrtLoVkn","London, England",Cross-faculty and cross-disciplinary group to promote STI research conducted at LSHTM,2019-07-03
Wed Jul 03 14:55:07 +0000 2019,1146432184955342848,RT @JoanneReynard: @IPS_Infection #AMR #Sepsis #flu #gramNeg are all focused in the the Patient Safety strategy launched today https://t.co…,London,"Infection prevention lead at Royal Marsden, @IPS_Infection President. Winner of #BJN IPC Nurse o/t Year 2017. Happy wife and mum. Tweets represent my own views!",2019-07-03
Wed Jul 03 14:52:41 +0000 2019,1146431571827843072,RT @Infection_StAnd: We need an expert data scientist @univofstandrews .  Great opportunity to join a vibrant #AMR research team @HATUA_Res…,"St Andrews, Scotland, UK.",Embracing and encouraging innovation in medical research and teaching.,2019-07-03
Wed Jul 03 14:50:30 +0000 2019,1146431022457769985,RT @hboucher3: Vaccines critical to fight against #AMR! @TuftsCIMAR @IDSAInfo @Wellcome_AMR @CARB_X @gatesfoundation https://t.co/tcEbkaULmC,DF,Médico// Especialista Salud Pública y Medicina Preventiva// INSP // UAG,2019-07-03
Wed Jul 03 14:26:04 +0000 2019,1146424876644937728,Reduction of veterinary antibiotics sales by 63% in the #Netherlands between 2009 and 2017 did not have a negative effect on either average production or economic results for broiler farmers. #AMR #OneHealth https://t.co/pi1Pf2CpTs,Harvard UniversIty,Harvard Global Health Institute | 1983-'16: economist @worldbank-operations; #SmallStates; fragile states; emergencies; avian flu; #AMR,2019-07-03
Wed Jul 03 14:23:56 +0000 2019,1146424339912200195,"RT @IDDjobs: PhD position (Bristol , UK)
Oct 2019 start: Investigating cost-effectiveness of vaccines against Neisseria species using trans…","Seattle, WA",PhD student @uwepidemiology studying spatial dynamics of infectious diseases and evaluation of vaccination strategies. Eternal Wodehouse fan.,2019-07-03
Wed Jul 03 14:19:49 +0000 2019,1146423302442889216,"RT @M_FerreiraDVM: #InMice, but still important to not ask for antibiotics when you have a virus: ""Antibiotics can leave the lung vulnerabl…","Minneapolis, MN","CIDRAP's Antimicrobial Stewardship Project (ASP) provides current, accurate, and comprehensive information on antimicrobial resistance & stewardship. #IDTwitter",2019-07-03
Wed Jul 03 14:19:06 +0000 2019,1146423122062651393,"#InMice, but still important to not ask for antibiotics when you have a virus: ""Antibiotics can leave the lung vulnerable to flu viruses, leading to significantly worse infections and symptoms, finds a new study."" #AMR #AntibioticResistance

https://t.co/kOMCnk0uRn","Chicago, IL",Husband to @laurengard28 | DVM & MPH | @AAAS_STPF 2019-2020 @StateDept (soon) | @Tufts '10 @TuftsVet '14 @JohnsHopkinsSPH '16 | All views are my own,2019-07-03
Wed Jul 03 14:16:18 +0000 2019,1146422418304634880,RT @TAEscmid: Gaming infectious diseases session was a great success! Many thanks to those who attended. There are many innovative ways to…,Verona,,2019-07-03
Wed Jul 03 14:07:03 +0000 2019,1146420087991283715,"Want to know more about how we work towards shared global goals for #AMR? Take a look at 👇

▶️The AMR Industry Declaration https://t.co/Kczzxpqg1D  
▶️The Industry Roadmap for combatting AMR  https://t.co/PSZ7CnLzfH   
▶️Manufacturing &amp; Environment https://t.co/yhUPPrPUyM https://t.co/JDvO5N35cE","Genève, Suisse","An #AMRAlliance of 100+ pharma, generics, biotech, diagnostic companies & assocs to drive & measure industry progress to curb #AntibioticResistance #AMR",2019-07-03
Wed Jul 03 14:05:47 +0000 2019,1146419772269178880,"RT @ABPI_UK: Our experts chair a Medicines Knowledge Base event on #AMR at ABPI Wales. The UK can’t solve AMR alone, but we can continue to…","Cardiff, Wales","Mama to Ela, Luca & Theo. https://t.co/m1Mx3KD2FY Part of @54321cymru. Arm wrestling champion 2015/16.",2019-07-03
Wed Jul 03 14:03:05 +0000 2019,1146419089801273345,"RT @FlemingFund: Applications are open for Country Grants in Indonesia 🇮🇩, Malawi 🇲🇼, Papua New Guinea 🇵🇬, Burkina Faso 🇧🇫 and Bangladesh…",,"An independent global network for concerted action on AntibioticResistance. 
Privacy policy: https://t.co/gb2XnQJzUT",2019-07-03
Wed Jul 03 13:59:52 +0000 2019,1146418281848410112,"It was encouraging to see a high level of engagement and participation of students during student #AMR sensitization workshop at the @USIUAfrica university, Nairobi Kenya. The workshop was part of @reactgroup efforts to create awareness and ultimately nurture AMR champions https://t.co/J1RhE86OHk","Nairobi, Kenya","Ecumenical Pharmaceutical Network (EPN) is a Christian, not for profit, independent organization committed to the provision of quality pharmaceutical services",2019-07-03
Wed Jul 03 13:51:58 +0000 2019,1146416293668634627,"RT @MSHHealthImpact: Join us July 16 for a lively discussion on the rising threat of #AntimicrobialResistance, the consequences we face her…",Global (exp in 130+ countries),"Management Sciences for Health helps leaders, health managers & communities build stronger #healthsystems. Follow our CEO, @MSHMarian #MSH",2019-07-03
Wed Jul 03 13:51:11 +0000 2019,1146416098662912000,"""""Two days after infection, antibiotic-treated mice had five times more virus in their lungs. To face this bigger threat, the immune response is much stronger and more damaging, leading to more severe symptoms and worse outcomes."""" #medicine #health #AMR 
https://t.co/g5qV3kq8OX","New Haven, CT","🇩🇴 Bronxite. Yale School of Public Health - Epidemiology of Microbial Diseases, PH Modeling Concentration; MPH candidate. He/They/Él.",2019-07-03
Wed Jul 03 13:49:20 +0000 2019,1146415631136436224,"RT @pilimat: @AspicClubs network is growing, with more colleges/universities coming forward. New club inaugurated at Aquinas College, Kochi…",,"An independent global network for concerted action on AntibioticResistance. 
Privacy policy: https://t.co/gb2XnQJzUT",2019-07-03
Wed Jul 03 13:48:09 +0000 2019,1146415333558738944,"RT @FlemingFund: Applications are open for Country Grants in Indonesia 🇮🇩, Malawi 🇲🇼, Papua New Guinea 🇵🇬, Burkina Faso 🇧🇫 and Bangladesh…",South Asia,"A @OH_SouthAsia community who are inspired to ensure the health of the animal, human and environment are interlinked.",2019-07-03
Wed Jul 03 13:44:38 +0000 2019,1146414448015527936,RT @WinterCourseID: WCID Podcast Episode 2: @dan_diekema discusses exciting advances in infectious disease diagnostics with Drs. Kim Hanson…,,Making the invisible visible 🦠🔬,2019-07-03
Wed Jul 03 13:40:43 +0000 2019,1146413462081429504,"RT @IDDjobs: PhD position (Bristol , UK)
Oct 2019 start: Investigating cost-effectiveness of vaccines against Neisseria species using trans…",Kenya,Humility is strength,2019-07-03
Wed Jul 03 13:30:50 +0000 2019,1146410975790358530,"@JohannaMuurinen at the 8th Symposium on #AMR in Animals and the Environment #ARAE2019 Tours, France 🇫🇷 https://t.co/GBAx5Kd9du","Helsinki, Finland","microbial ecologist - #antibioticresistance fighter - Co-Founder and CEO of @resistomap, a company mapping antibiotic resistance across the globe 🌎",2019-07-03
Wed Jul 03 13:30:44 +0000 2019,1146410951018713088,"RT @UNITAID: NEW INVESTMENT: In low-income countries, children w/ fever are sometimes misdiagnosed, and therefore, not cured. Our grants w/…",,,2019-07-03
Wed Jul 03 13:27:00 +0000 2019,1146410010496385025,Tudor herbs for antibacterials? Sounds like fun for our Nuffield Students. Maybe not the dried toads though ⁦@NuffieldFound⁩ ⁦@RoyalSocBio⁩ ⁦@CU_HLS⁩ ⁦@MicrobioSoc⁩ #AMR ⁦@ShakespeareBT⁩ ⁦@AGreenCovPhysio⁩ https://t.co/cscqRa6Xf5,Coventry University,This is the Twitter feed site for the undergraduate Human Biosciences course at Coventry University,2019-07-03
Wed Jul 03 13:20:05 +0000 2019,1146408269243736067,"July 5 – Don’t miss this free workshop for all researchers working to tackle #antimicrobial resistance in #TB #AMR – with international speakers + #networking events #GCRF @RoyalSocBio CPD approved
https://t.co/4hF4hPIGAu https://t.co/uZCHQwctHi","London, UK","School of Science at Birkbeck, University of London.  Follow us for news of pioneering research, events and innovative courses at all levels.",2019-07-03
Wed Jul 03 13:11:00 +0000 2019,1146405983251341314,"Two great #AMR #agriculture conferences to book for autumn:
1. @RUMA_UK Building on Success: 29 Oct, London - strategy, policy
https://t.co/Z5RwKylmnY
2. Animal Health and Food Suply Chain: 28 Nov, Manchester - innovation &amp; grass roots action https://t.co/gzoi6xYihh 
Book now! https://t.co/QPP9qiGxih",,"Animal health & welfare, veterinary, farming & retail groups promoting responsible use of medicines in UK. Twice #Antibiotic Guardian award winner in 2018. 🙌",2019-07-03
Wed Jul 03 13:04:49 +0000 2019,1146404426153889794,Did you miss our live webinar where Executive Director @Manica_amr unveiled our goal to develop &amp; deliver 5 new treatments to address #AMR by 2025? 💊Watch the full #5BY25 recording on YouTube now: https://t.co/s83fIyyW7d,Switzerland and worldwide,Non-profit addressing global public health needs by developing affordable and accessible antibiotic treatments to tackle the rise in drug-resistant infections.,2019-07-03
Wed Jul 03 13:00:03 +0000 2019,1146403229284089859,RT @CarolinePurslow: Can the detection of #bacterial infection be as easy as detecting pregnancy? The @longitude_prize thinks it can! Check…,Europe,Welcome to the official page of the Biotechs of Europe innovating in Anti-Microbial Resistance,2019-07-03
Wed Jul 03 12:56:39 +0000 2019,1146402371729285120,RT @JoeCas71: Great to have colleagues from @ABPI_UK speaking about #AMR at the Medicines Knowledge Base @AssemblyWales today. Thanks to @D…,"Cardiff, Wales","Politico, citizen of the world, agent provocateur, bon viveur, inconsistent polemicist, contrarian, misanthrope. Retweets not endorsements. Tweets usually are.",2019-07-03
Wed Jul 03 12:55:10 +0000 2019,1146401997589028869,RT @FightingMalaria: Watch our full film below on using Community Dialogue to tackle antibiotic resistance in #Bangladesh https://t.co/BRBX…,right now...London,,2019-07-03
Wed Jul 03 12:54:48 +0000 2019,1146401908736876544,"RT @FightingMalaria: Resistance to antimicrobial drugs is increasing; it is already estimated to cause 700,000 global deaths per year. 

Ou…",right now...London,,2019-07-03
